PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient042/s0140lre,113790,113226,114033,113760,113854
patient042/s0137lre,1254,832,1471,1223,1326
patient042/s0137lre,2543,2118,2761,2513,2609
patient042/s0137lre,3831,3409,4050,3800,3887
patient042/s0137lre,5114,4692,5331,5082,5167
patient042/s0137lre,6397,5977,6615,6366,6467
patient042/s0137lre,7682,7258,7903,7650,7734
patient042/s0137lre,8973,8548,9192,8941,9031
patient042/s0137lre,10272,9838,10489,10240,10345
patient042/s0137lre,11582,11143,11799,11551,11649
patient042/s0137lre,12894,12456,13111,12863,12969
patient042/s0137lre,14199,13768,14419,14167,14269
patient042/s0137lre,15489,15061,15703,15457,15567
patient042/s0137lre,16773,16350,16990,16741,16833
patient042/s0137lre,18059,17637,18276,18027,18125
patient042/s0137lre,19354,18927,19570,19324,19424
patient042/s0137lre,20656,20226,20871,20625,20729
patient042/s0137lre,21963,21529,22180,21931,22021
patient042/s0137lre,23262,22833,23482,23230,23321
patient042/s0137lre,24554,24132,24772,24524,24621
patient042/s0137lre,25836,25416,26052,25805,25897
patient042/s0137lre,27119,26703,27334,27087,27180
patient042/s0137lre,28408,27984,28626,28378,28481
patient042/s0137lre,29699,29275,29920,29667,29757
patient042/s0137lre,30992,30568,31210,30961,31062
patient042/s0137lre,32289,31864,32509,32258,32354
patient042/s0137lre,33581,33154,33798,33551,33644
patient042/s0137lre,34872,34429,35088,34841,34936
patient042/s0137lre,36168,35743,36382,36138,36235
patient042/s0137lre,37463,37035,37683,37432,37540
patient042/s0137lre,38766,38334,38980,38733,38833
patient042/s0137lre,40074,39640,40291,40043,40152
patient042/s0137lre,41377,40945,41595,41346,41432
patient042/s0137lre,42676,42249,42892,42645,42753
patient042/s0137lre,43974,43536,44190,43942,44030
patient042/s0137lre,45276,44841,45493,45244,45349
patient042/s0137lre,46586,46153,46803,46554,46648
patient042/s0137lre,47910,47470,48129,47878,47989
patient042/s0137lre,49233,48795,49446,49202,49302
patient042/s0137lre,50551,50113,50769,50520,50624
patient042/s0137lre,51861,51429,52078,51830,51923
patient042/s0137lre,53171,52738,53389,53141,53244
patient042/s0137lre,54486,54042,54705,54455,54576
patient042/s0137lre,55809,55366,56029,55778,55879
patient042/s0137lre,57136,56692,57354,57105,57196
patient042/s0137lre,58465,58020,58684,58434,58533
patient042/s0137lre,59792,59343,60007,59761,59881
patient042/s0137lre,61119,60675,61335,61087,61173
patient042/s0137lre,62446,62001,62664,62415,62519
patient042/s0137lre,63778,63337,63996,63746,63834
patient042/s0137lre,65112,64666,65328,65082,65190
patient042/s0137lre,66447,66001,66669,66416,66528
patient042/s0137lre,67780,67336,67999,67750,67836
patient042/s0137lre,69105,68664,69324,69074,69187
patient042/s0137lre,70426,69981,70644,70394,70504
patient042/s0137lre,71735,71302,71952,71704,71792
patient042/s0137lre,73040,72607,73258,73009,73099
patient042/s0137lre,74352,73911,74569,74321,74406
patient042/s0137lre,75677,75223,75894,75645,75758
patient042/s0137lre,77015,76564,77233,76985,77095
patient042/s0137lre,78349,77910,78570,78317,78415
patient042/s0137lre,79670,79228,79888,79638,79737
patient042/s0137lre,80974,80538,81190,80942,81053
patient042/s0137lre,82267,81840,82483,82235,82331
patient042/s0137lre,83565,83137,83782,83533,83634
patient042/s0137lre,84868,84430,85084,84836,84942
patient042/s0137lre,86186,85744,86407,86154,86252
patient042/s0137lre,87510,87066,87729,87479,87588
patient042/s0137lre,88835,88395,89055,88804,88902
patient042/s0137lre,90155,89722,90375,90124,90224
patient042/s0137lre,91469,91036,91686,91438,91532
patient042/s0137lre,92778,92344,92998,92747,92847
patient042/s0137lre,94087,93652,94305,94057,94162
patient042/s0137lre,95399,94965,95619,95367,95458
patient042/s0137lre,96716,96273,96933,96686,96779
patient042/s0137lre,98033,97594,98251,98002,98096
patient042/s0137lre,99349,98913,99567,99318,99412
patient042/s0137lre,100669,100228,100888,100637,100729
patient042/s0137lre,101990,101551,102207,101959,102049
patient042/s0137lre,103313,102870,103530,103281,103385
patient042/s0137lre,104633,104190,104850,104601,104686
patient042/s0137lre,105955,105513,106173,105923,106036
patient042/s0137lre,107276,106839,107490,107245,107341
patient042/s0137lre,108599,108156,108813,108567,108683
patient042/s0137lre,109927,109482,110145,109895,110003
patient042/s0137lre,111258,110812,111475,111229,111323
patient042/s0137lre,112588,112146,112807,112557,112646
patient042/s0137lre,113916,113473,114133,113884,113983
patient042/s0347lre,1307,685,1561,1273,1379
patient042/s0347lre,3024,2431,3279,2990,3090
patient042/s0347lre,4758,4147,5011,4722,4827
patient042/s0347lre,6476,5881,6730,6440,6552
patient042/s0347lre,8210,7597,8463,8175,8287
patient042/s0347lre,9930,9343,10185,9894,9990
patient042/s0347lre,11636,11043,11890,11600,11727
patient042/s0347lre,13292,12726,13545,13255,13362
patient042/s0347lre,14989,14388,15244,14954,15055
patient042/s0347lre,16679,16096,16932,16642,16758
patient042/s0347lre,18389,17790,18642,18353,18475
patient042/s0347lre,20064,19494,20317,20028,20144
patient042/s0347lre,21750,21157,22003,21716,21830
patient042/s0347lre,23416,22851,23670,23380,23485
patient042/s0347lre,25092,24499,25345,25057,25161
patient042/s0347lre,26812,26212,27066,26777,26878
patient042/s0347lre,28555,27934,28809,28519,28631
patient042/s0347lre,30299,29692,30553,30263,30374
patient042/s0347lre,31981,31396,32235,31945,32051
patient042/s0347lre,33665,33081,33918,33629,33736
patient042/s0347lre,35326,34746,35578,35289,35414
patient042/s0347lre,37034,36430,37287,36999,37106
patient042/s0347lre,38713,38133,38967,38677,38792
patient042/s0347lre,40410,39819,40663,40374,40499
patient042/s0347lre,42082,41508,42334,42047,42148
patient042/s0347lre,43768,43179,44020,43732,43866
patient042/s0347lre,45438,44866,45690,45402,45506
patient042/s0347lre,47132,46540,47385,47096,47209
patient042/s0347lre,48830,48246,49083,48793,48906
patient042/s0347lre,50536,49930,50788,50500,50616
patient042/s0347lre,52233,51648,52488,52198,52286
patient042/s0347lre,53950,53344,54204,53914,54027
patient042/s0347lre,55677,55078,55932,55643,55746
patient042/s0347lre,57400,56788,57654,57367,57471
patient042/s0347lre,59119,58527,59373,59084,59195
patient042/s0347lre,60817,60214,61069,60781,60888
patient042/s0347lre,62550,61942,62803,62515,62625
patient042/s0347lre,64276,63661,64528,64239,64337
patient042/s0347lre,66028,65413,66280,65992,66094
patient042/s0347lre,67743,67138,67996,67708,67841
patient042/s0347lre,69062,68607,69313,69043,69092
patient042/s0347lre,70280,69963,71101,70244,70347
patient042/s0347lre,71913,71356,72730,71877,71985
patient042/s0347lre,73538,72984,74349,73504,73601
patient042/s0347lre,75192,74601,75442,75156,75269
patient042/s0347lre,77037,76597,77289,76999,77100
patient042/s0347lre,77969,77292,78223,77932,78039
patient042/s0347lre,78895,78226,79149,78858,78970
patient042/s0347lre,79832,79152,80086,79796,79912
patient042/s0347lre,80747,80089,81000,80713,80815
patient042/s0347lre,82515,81886,82768,82479,82582
patient042/s0347lre,84311,83673,84565,84275,84393
patient042/s0347lre,86050,85440,86305,86013,86111
patient042/s0347lre,87812,87190,88066,87776,87871
patient042/s0347lre,89518,88927,89772,89481,89585
patient042/s0347lre,91262,90646,91515,91226,91341
patient042/s0347lre,92974,92382,93226,92938,93040
patient042/s0347lre,94736,94111,94990,94701,94817
patient042/s0347lre,96460,95857,96714,96423,96543
patient042/s0347lre,98219,97591,98472,98182,98296
patient042/s0347lre,99949,99340,100203,99913,100031
patient042/s0347lre,101697,101083,101950,101661,101772
patient042/s0347lre,103427,102810,103680,103391,103504
patient042/s0347lre,105173,104565,105427,105138,105239
patient042/s0347lre,106901,106287,107155,106865,106973
patient042/s0347lre,108649,108040,108903,108614,108725
patient042/s0347lre,110400,109768,110653,110363,110474
patient042/s0347lre,112172,111547,112426,112136,112259
patient042/s0347lre,113928,113298,114183,113892,114000
patient042/s0135lre,1425,1018,1639,1394,1497
patient042/s0135lre,2677,2268,2889,2648,2746
patient042/s0135lre,3928,3517,4141,3897,4000
patient042/s0135lre,5185,4774,5403,5154,5261
patient042/s0135lre,6442,6031,6658,6413,6511
patient042/s0135lre,7693,7285,7908,7661,7780
patient042/s0135lre,8950,8541,9166,8920,9024
patient042/s0135lre,10204,9793,10420,10175,10281
patient042/s0135lre,11465,11053,11680,11434,11548
patient042/s0135lre,12724,12313,12940,12695,12799
patient042/s0135lre,13990,13579,14209,13961,14063
patient042/s0135lre,15253,14841,15466,15221,15320
patient042/s0135lre,16512,16101,16726,16481,16585
patient042/s0135lre,17774,17362,17992,17746,17847
patient042/s0135lre,19041,18832,19260,19009,19098
patient042/s0135lre,20317,19899,20538,20286,20382
patient042/s0135lre,21590,21172,21808,21559,21651
patient042/s0135lre,22872,22450,23092,22841,22937
patient042/s0135lre,24154,23737,24373,24122,24213
patient042/s0135lre,25427,25009,25644,25398,25493
patient042/s0135lre,26699,26286,26914,26668,26765
patient042/s0135lre,27964,27553,28182,27932,28031
patient042/s0135lre,29235,28819,29449,29203,29304
patient042/s0135lre,30512,30096,30733,30480,30572
patient042/s0135lre,31784,31363,31999,31752,31853
patient042/s0135lre,33063,32643,33276,33032,33138
patient042/s0135lre,34331,33919,34545,34299,34398
patient042/s0135lre,35599,35184,35812,35567,35682
patient042/s0135lre,36876,36457,37092,36845,36956
patient042/s0135lre,38154,37731,38368,38124,38248
patient042/s0135lre,39439,39016,39655,39407,39513
patient042/s0135lre,40716,40299,40933,40685,40794
patient042/s0135lre,41994,41574,42208,41965,42090
patient042/s0135lre,43263,42850,43479,43234,43336
patient042/s0135lre,44523,44110,44740,44492,44600
patient042/s0135lre,45787,45375,46002,45755,45850
patient042/s0135lre,47046,46633,47265,47015,47124
patient042/s0135lre,48307,47896,48525,48276,48372
patient042/s0135lre,49564,49155,49780,49534,49642
patient042/s0135lre,50805,50409,51024,50774,50872
patient042/s0135lre,52041,51643,52261,52012,52106
patient042/s0135lre,53288,52885,53505,53259,53365
patient042/s0135lre,54537,54130,54753,54505,54608
patient042/s0135lre,55796,55387,56017,55764,55858
patient042/s0135lre,57068,56808,57286,57036,57136
patient042/s0135lre,58337,57918,58552,58306,58399
patient042/s0135lre,59608,59194,59823,59576,59678
patient042/s0135lre,60872,60463,61087,60841,60943
patient042/s0135lre,62128,61719,62346,62098,62190
patient042/s0135lre,63387,62974,63603,63356,63457
patient042/s0135lre,64637,64234,64852,64606,64705
patient042/s0135lre,65888,65481,66102,65857,65956
patient042/s0135lre,67141,66729,67353,67112,67208
patient042/s0135lre,68401,67984,68616,68372,68485
patient042/s0135lre,69675,69255,69889,69643,69752
patient042/s0135lre,70942,70530,71158,70913,71022
patient042/s0135lre,72213,71799,72429,72181,72288
patient042/s0135lre,73475,73065,73693,73443,73539
patient042/s0135lre,74731,74322,74947,74702,74802
patient042/s0135lre,75975,75579,76485,75944,76034
patient042/s0135lre,77209,76813,77425,77178,77276
patient042/s0135lre,78451,78045,78663,78419,78524
patient042/s0135lre,79701,79291,79914,79669,79768
patient042/s0135lre,80973,80553,81189,80944,81042
patient042/s0135lre,82264,81838,82480,82233,82363
patient042/s0135lre,83549,83127,83767,83517,83633
patient042/s0135lre,84836,84412,85053,84806,84924
patient042/s0135lre,86110,85695,86326,86079,86192
patient042/s0135lre,87384,86967,87598,87353,87459
patient042/s0135lre,88657,88242,88870,88626,88725
patient042/s0135lre,89927,89508,90144,89896,89998
patient042/s0135lre,91203,90783,91417,91173,91280
patient042/s0135lre,92473,92056,92688,92443,92552
patient042/s0135lre,93754,93331,93969,93723,93836
patient042/s0135lre,95042,94617,95262,95010,95101
patient042/s0135lre,96338,95908,96555,96307,96416
patient042/s0135lre,97659,97218,97879,97627,97717
patient042/s0135lre,98972,98539,99189,98941,99042
patient042/s0135lre,100284,99849,100500,100255,100355
patient042/s0135lre,101583,101152,101796,101554,101656
patient042/s0135lre,102865,102439,103080,102836,102948
patient042/s0135lre,104149,103723,104364,104117,104212
patient042/s0135lre,105438,105013,105651,105408,105520
patient042/s0135lre,106724,106296,106939,106692,106803
patient042/s0135lre,108016,107587,108234,107986,108083
patient042/s0135lre,109302,108879,109518,109271,109392
patient042/s0135lre,110588,110166,110805,110557,110671
patient042/s0135lre,111873,111450,112087,111844,111934
patient042/s0135lre,113150,112732,113365,113121,113222
patient042/s0135lre,114434,114012,114651,114403,114509
patient248/s0481_re,1094,834,1375,1068,1172
patient248/s0481_re,2009,1789,2293,1984,2096
patient248/s0481_re,2932,2715,3216,2906,3014
patient248/s0481_re,3861,3553,4147,3835,3974
patient248/s0481_re,4769,4545,5053,4743,4834
patient248/s0481_re,5677,5415,5962,5651,5745
patient248/s0481_re,6589,6385,6873,6563,6665
patient248/s0481_re,7500,7272,7783,7474,7568
patient248/s0481_re,8411,8199,8695,8386,8506
patient248/s0481_re,9327,9114,9607,9301,9418
patient248/s0481_re,10231,9993,10513,10205,10314
patient248/s0481_re,11152,10939,11436,11126,11232
patient248/s0481_re,12080,11863,12363,12054,12158
patient248/s0481_re,13011,12756,13294,12985,13089
patient248/s0481_re,13947,13722,14233,13921,14021
patient248/s0481_re,14879,14662,15163,14854,14947
patient248/s0481_re,15802,15559,16084,15776,15865
patient248/s0481_re,16734,16498,17014,16708,16803
patient248/s0481_re,17665,17418,17949,17639,17748
patient248/s0481_re,18591,18349,18876,18564,18714
patient248/s0481_re,19515,19288,19798,19489,19580
patient248/s0481_re,20441,20169,20725,20415,20524
patient248/s0481_re,21376,21162,21658,21350,21458
patient248/s0481_re,22328,22113,22612,22302,22442
patient248/s0481_re,23267,23014,23551,23241,23384
patient248/s0481_re,24199,23982,24483,24174,24296
patient248/s0481_re,25135,24880,25416,25109,25209
patient248/s0481_re,26052,25791,26332,26026,26183
patient248/s0481_re,26984,26715,27265,26958,27062
patient248/s0481_re,27911,27603,28194,27886,28024
patient248/s0481_re,28840,28626,29125,28814,28921
patient248/s0481_re,29772,29532,30054,29746,29837
patient248/s0481_re,30697,30483,30979,30671,30780
patient248/s0481_re,31642,31417,31924,31617,31712
patient248/s0481_re,32611,32350,32895,32585,32694
patient248/s0481_re,33594,33390,33879,33568,33681
patient248/s0481_re,34572,34302,34858,34546,34640
patient248/s0481_re,35554,35329,35841,35529,35655
patient248/s0481_re,36519,36306,36805,36493,36623
patient248/s0481_re,37475,37251,37761,37449,37550
patient248/s0481_re,38430,38205,38716,38404,38496
patient248/s0481_re,39385,39162,39670,39359,39450
patient248/s0481_re,40331,40078,40615,40305,40429
patient248/s0481_re,41279,41032,41566,41254,41362
patient248/s0481_re,42230,41994,42516,42204,42298
patient248/s0481_re,43175,42958,43459,43148,43243
patient248/s0481_re,44114,43866,44400,44087,44188
patient248/s0481_re,45066,44850,45351,45040,45145
patient248/s0481_re,46021,45748,46308,45995,46117
patient248/s0481_re,46971,46759,47257,46946,47041
patient248/s0481_re,47909,47679,48195,47884,47990
patient248/s0481_re,48845,48591,49129,48819,48935
patient248/s0481_re,49780,49546,50065,49755,49868
patient248/s0481_re,50716,50470,51000,50691,50822
patient248/s0481_re,51668,51450,51949,51642,51739
patient248/s0481_re,52624,52390,52911,52598,52715
patient248/s0481_re,53570,53335,53857,53544,53643
patient248/s0481_re,54512,54286,54799,54486,54576
patient248/s0481_re,55451,55243,55738,55425,55526
patient248/s0481_re,56378,56080,56662,56352,56476
patient248/s0481_re,57301,57042,57585,57275,57362
patient248/s0481_re,58228,58014,58513,58202,58326
patient248/s0481_re,59163,58918,59448,59138,59236
patient248/s0481_re,60101,59865,60384,60075,60193
patient248/s0481_re,61048,60828,61332,61022,61135
patient248/s0481_re,61984,61731,62271,61959,62062
patient248/s0481_re,62915,62700,63198,62889,63018
patient248/s0481_re,63857,63582,64141,63830,63941
patient248/s0481_re,64798,64525,65085,64773,64885
patient248/s0481_re,65747,65458,66031,65721,65827
patient248/s0481_re,66696,66465,66982,66669,66780
patient248/s0481_re,67638,67411,67921,67611,67746
patient248/s0481_re,68573,68341,68862,68546,68657
patient248/s0481_re,69515,69288,69801,69488,69616
patient248/s0481_re,70472,70249,70758,70446,70579
patient248/s0481_re,71426,71209,71710,71400,71513
patient248/s0481_re,72385,72169,72669,72358,72447
patient248/s0481_re,73337,73096,73624,73311,73417
patient248/s0481_re,74291,74083,74575,74264,74355
patient248/s0481_re,75251,75043,75538,75225,75317
patient248/s0481_re,76217,75993,76503,76191,76295
patient248/s0481_re,77183,76891,77469,77157,77260
patient248/s0481_re,78151,77929,78435,78125,78245
patient248/s0481_re,79131,78919,79417,79105,79235
patient248/s0481_re,80105,79849,80392,80079,80187
patient248/s0481_re,81077,80854,81364,81050,81150
patient248/s0481_re,82046,81825,82329,82020,82122
patient248/s0481_re,83034,82816,83320,83008,83112
patient248/s0481_re,84026,83748,84313,84000,84105
patient248/s0481_re,85019,84790,85308,84993,85114
patient248/s0481_re,86014,85810,86299,85987,86093
patient248/s0481_re,87004,86760,87292,86978,87080
patient248/s0481_re,87978,87724,88264,87952,88047
patient248/s0481_re,88942,88696,89230,88916,89020
patient248/s0481_re,89919,89653,90207,89892,90004
patient248/s0481_re,90900,90678,91188,90875,90981
patient248/s0481_re,91878,91572,92166,91852,91965
patient248/s0481_re,92874,92662,93163,92848,92943
patient248/s0481_re,93867,93660,94159,93841,93968
patient248/s0481_re,94843,94621,95131,94818,94916
patient248/s0481_re,95814,95538,96100,95788,95895
patient248/s0481_re,96802,96550,97089,96776,96889
patient248/s0481_re,97789,97576,98077,97763,97854
patient248/s0481_re,98801,98562,99087,98776,98877
patient248/s0481_re,99805,99537,100092,99778,99859
patient248/s0481_re,100794,100570,101080,100768,100875
patient248/s0481_re,101795,101586,102084,101769,101876
patient248/s0481_re,102798,102567,103089,102772,102889
patient248/s0481_re,103791,103561,104080,103765,103875
patient248/s0481_re,104788,104542,105081,104762,104873
patient248/s0481_re,105758,105493,106042,105731,105847
patient248/s0481_re,106713,106462,107001,106687,106779
patient248/s0481_re,107684,107448,107970,107658,107763
patient248/s0481_re,108664,108447,108951,108638,108749
patient248/s0481_re,109644,109425,109932,109618,109708
patient248/s0481_re,110623,110383,110911,110597,110694
patient248/s0481_re,111618,111400,111906,111592,111691
patient248/s0481_re,112619,112390,112903,112592,112712
patient248/s0481_re,113602,113379,113886,113576,113680
patient248/s0481_re,114570,nan,114856,114543,114709
patient248/s0481_re,115573,115278,115860,115547,115675
patient248/s0481_re,116578,116254,116866,116553,116657
patient248/s0481_re,117572,117298,117862,117546,117647
patient248/s0481_re,118549,118336,118840,118522,118642
patient248/s0481_re,119513,119226,119797,119487,119625
patient045/s0217lre,918,609,1489,897,1104
patient045/s0217lre,2326,2058,2584,2306,2519
patient045/s0217lre,3767,3468,4033,3743,3978
patient045/s0217lre,5244,4975,5850,5223,5444
patient045/s0217lre,6696,6414,6970,6677,6919
patient045/s0217lre,8114,7788,8685,8096,8343
patient045/s0217lre,9503,9232,10068,9483,9740
patient045/s0217lre,10872,10468,11425,10852,11021
patient045/s0217lre,12250,11962,12828,12230,12463
patient045/s0217lre,13664,13356,13935,13643,13860
patient045/s0217lre,15115,14841,15379,15091,15281
patient045/s0217lre,16565,16248,17152,16545,16778
patient045/s0217lre,17971,17664,18538,17953,18201
patient045/s0217lre,19356,19086,19918,19337,19575
patient045/s0217lre,20740,20452,21310,20720,20961
patient045/s0217lre,22128,21844,22695,22110,22360
patient045/s0217lre,23527,23242,23791,23507,23759
patient045/s0217lre,24963,24661,25231,24943,25171
patient045/s0217lre,26437,26169,26712,26416,26660
patient045/s0217lre,27900,27606,28491,27880,28124
patient045/s0217lre,29325,29034,29923,29305,29556
patient045/s0217lre,30749,30450,31315,30731,30813
patient045/s0217lre,32140,31722,32710,32120,32348
patient045/s0217lre,33533,33229,34111,33513,33706
patient045/s0217lre,34949,34636,35218,34929,35174
patient045/s0217lre,36386,36102,36649,36361,36576
patient045/s0217lre,37846,37543,38118,37823,38052
patient045/s0217lre,39288,39003,39871,39269,39515
patient045/s0217lre,40689,40422,41256,40671,40913
patient045/s0217lre,42067,41703,42625,42049,42287
patient045/s0217lre,43434,43119,43992,43415,43632
patient045/s0217lre,44814,44520,45391,44794,45047
patient045/s0217lre,46228,45928,46816,46208,46426
patient045/s0217lre,47664,47325,48261,47644,47744
patient045/s0217lre,49109,48772,49698,49089,49297
patient045/s0217lre,50530,50293,51100,50510,50735
patient045/s0217lre,51917,51618,52479,51897,52148
patient045/s0217lre,53284,53001,53832,53265,53506
patient045/s0217lre,54639,54348,55321,54618,54842
patient045/s0217lre,55994,55750,56553,55974,56213
patient045/s0217lre,57367,57085,57943,57347,57514
patient045/s0217lre,58774,58441,59038,58751,58919
patient045/s0217lre,60198,59883,60784,60174,60391
patient045/s0217lre,61611,61332,62179,61590,61823
patient045/s0217lre,62990,62650,63544,62972,63218
patient045/s0217lre,64336,64048,65008,64316,64557
patient045/s0217lre,65665,65377,66339,65646,65869
patient045/s0217lre,67009,66715,67564,66988,67167
patient045/s0217lre,68388,68100,68958,68367,68882
patient045/s0217lre,69798,69496,70066,69777,69882
patient045/s0217lre,71254,70972,71521,71231,71434
patient045/s0217lre,72699,72459,73279,72679,72928
patient045/s0217lre,74097,73798,74655,74077,74331
patient045/s0217lre,75455,75214,76132,75435,75666
patient045/s0217lre,76791,76510,77466,76771,77002
patient045/s0217lre,78132,77863,78693,78112,78342
patient045/s0217lre,79511,79210,80094,79491,79715
patient045/s0217lre,80942,80664,81202,80918,81013
patient045/s0217lre,82412,82140,82680,82394,82591
patient045/s0217lre,83851,83547,84429,83831,84077
patient045/s0217lre,85248,84922,85813,85229,85453
patient045/s0217lre,86629,86350,87195,86610,86852
patient045/s0217lre,87999,87712,88558,87980,88224
patient045/s0217lre,89377,89082,89958,89357,89506
patient045/s0217lre,90796,90534,91056,90775,90883
patient045/s0217lre,92258,91969,92524,92233,92441
patient045/s0217lre,93735,93448,94011,93715,93945
patient045/s0217lre,95172,94905,95751,95153,95394
patient045/s0217lre,96569,96289,97129,96550,96803
patient045/s0217lre,97946,97672,98509,97927,98164
patient045/s0217lre,99316,99012,99877,99298,99540
patient045/s0217lre,100709,100426,101296,100689,100896
patient045/s0217lre,102147,101799,102411,102127,102353
patient045/s0217lre,103629,103345,104241,103608,103855
patient045/s0217lre,105092,104781,105679,105072,105315
patient045/s0217lre,106510,106224,107080,106491,106729
patient045/s0217lre,107901,107613,108469,107883,108132
patient045/s0217lre,109286,108994,109843,109266,109487
patient045/s0217lre,110675,110370,110940,110655,110861
patient045/s0217lre,112139,111871,112405,112120,112215
patient045/s0217lre,113643,113368,113904,113619,113852
patient045/s0147lre,1986,1554,2412,1967,2226
patient045/s0147lre,3097,2659,3523,3077,3327
patient045/s0147lre,4762,4539,5188,4742,5003
patient045/s0147lre,5814,5428,6301,5554,5851
patient045/s0147lre,6983,6775,7414,6964,7230
patient045/s0147lre,8096,7704,8538,8076,8161
patient045/s0147lre,9775,9324,10210,9755,10008
patient045/s0147lre,10896,10456,11331,10877,11131
patient045/s0147lre,12019,11781,12451,12001,12247
patient045/s0147lre,13141,12891,13578,13121,13377
patient045/s0147lre,14265,13852,14695,14247,14491
patient045/s0147lre,15383,15145,15816,15363,15618
patient045/s0147lre,17056,16620,17488,17035,17120
patient045/s0147lre,19293,19036,19728,19273,19506
patient045/s0147lre,20422,20179,20863,20402,20648
patient045/s0147lre,21556,21297,21991,21536,21791
patient045/s0147lre,22681,22452,23118,22661,22917
patient045/s0147lre,23796,23559,24226,23776,24024
patient045/s0147lre,25444,25210,25873,25425,25683
patient045/s0147lre,27630,27211,28047,27610,27852
patient045/s0147lre,29828,nan,30325,29808,29864
patient045/s0147lre,31998,31596,32347,31715,32025
patient045/s0147lre,33158,32913,33586,33138,33389
patient045/s0147lre,34834,34591,35263,34815,35082
patient045/s0147lre,35951,35511,36391,35931,36009
patient045/s0147lre,37631,37191,nan,37611,37878
patient045/s0147lre,39869,39627,40311,39849,40105
patient045/s0147lre,40986,40738,41425,40966,41207
patient045/s0147lre,42672,42463,43104,42652,42914
patient045/s0147lre,43807,43590,44247,43787,44038
patient045/s0147lre,44948,44722,45391,44928,45184
patient045/s0147lre,46084,45829,46527,46064,46318
patient045/s0147lre,47786,47398,48228,47766,47823
patient045/s0147lre,50050,49816,50502,50030,50107
patient045/s0147lre,51179,50766,51616,51158,51415
patient045/s0147lre,52869,52606,53299,52850,53103
patient045/s0147lre,55113,54867,55546,55095,55352
patient045/s0147lre,56233,56008,56670,56213,56465
patient045/s0147lre,57357,57106,57793,57337,57598
patient045/s0147lre,58486,58257,58929,58465,58715
patient045/s0147lre,60188,59953,60628,60168,60416
patient045/s0147lre,61896,61629,62337,61876,62115
patient045/s0147lre,64175,63945,64608,64155,64412
patient045/s0147lre,65305,64867,65806,65285,65365
patient045/s0147lre,66431,66172,66874,66411,66678
patient045/s0147lre,67552,67164,67989,67532,67777
patient045/s0147lre,68677,68436,68979,68657,68905
patient045/s0147lre,69803,69571,70236,69783,70029
patient045/s0147lre,70931,70672,71259,70911,71179
patient045/s0147lre,72058,71610,72511,72038,72287
patient045/s0147lre,73187,72771,73621,73167,73418
patient045/s0147lre,74309,74064,74811,74289,74358
patient045/s0147lre,75430,75211,75861,75410,75656
patient045/s0147lre,76549,76113,76977,76529,76782
patient045/s0147lre,77669,77407,78099,77649,77918
patient045/s0147lre,78787,78384,79218,78766,78851
patient045/s0147lre,79902,79639,80332,79882,80146
patient045/s0147lre,81019,80575,81451,80999,81248
patient045/s0147lre,82698,82452,83196,82678,82742
patient045/s0147lre,84931,84699,nan,84911,85186
patient045/s0147lre,86046,85797,86478,86026,86274
patient045/s0147lre,87163,86914,87610,87143,87384
patient045/s0147lre,88279,87886,88708,88259,88517
patient045/s0147lre,89968,89530,90402,89950,90198
patient045/s0147lre,92323,92086,92778,92198,92363
patient045/s0147lre,95005,94566,95497,94985,95042
patient045/s0147lre,96115,95703,96543,96095,96358
patient045/s0147lre,97785,97530,98211,97764,98034
patient045/s0147lre,98897,98685,99328,98877,99124
patient045/s0147lre,100012,99751,100444,99992,100238
patient045/s0147lre,101126,100882,101563,101106,101368
patient045/s0147lre,102762,102411,103237,102302,102780
patient045/s0147lre,103910,103648,104337,103890,104146
patient045/s0147lre,106140,105700,106566,106120,106386
patient045/s0147lre,107254,106803,107685,107234,107483
patient045/s0147lre,108922,108688,109348,108902,109133
patient045/s0147lre,111114,110749,111588,110819,111133
patient045/s0147lre,112269,112026,112698,112248,112516
patient045/s0155lre,962,732,nan,940,1262
patient045/s0155lre,2658,2427,3099,2634,2957
patient045/s0155lre,3705,3495,nan,3683,3999
patient045/s0155lre,5621,5415,nan,5600,5931
patient045/s0155lre,7473,7255,nan,7452,7782
patient045/s0155lre,9291,9057,nan,9270,9597
patient045/s0155lre,10357,10132,10798,10335,10438
patient045/s0155lre,11465,11244,nan,11444,11770
patient045/s0155lre,13330,13101,nan,13309,13645
patient045/s0155lre,14268,13980,nan,14246,14565
patient045/s0155lre,15232,15013,nan,15210,15530
patient045/s0155lre,16179,15906,16617,16158,16281
patient045/s0155lre,17152,16930,17614,17127,17456
patient045/s0155lre,18208,17977,nan,18184,18519
patient045/s0155lre,19278,19074,nan,19258,19584
patient045/s0155lre,20327,20097,nan,20306,20631
patient045/s0155lre,21354,21115,nan,21333,21660
patient045/s0155lre,23241,22995,nan,23220,23549
patient045/s0155lre,25000,24774,nan,24979,25301
patient045/s0155lre,26814,26592,27246,26793,27114
patient045/s0155lre,27794,27543,28207,27773,28095
patient045/s0155lre,28753,28540,29173,28732,29053
patient045/s0155lre,29750,29490,30223,29729,30037
patient045/s0155lre,30859,30637,31278,30838,31158
patient045/s0155lre,31950,31734,nan,31930,32034
patient045/s0155lre,33011,32781,nan,32991,33314
patient045/s0155lre,34051,33801,34473,34030,34360
